ip.src;ip.dst;ip.proto;eth.type;frame.len;frame.time;tcp.flags;tcp.dstport;tcp.srcport;udp.dstport;udp.srcport;tcp.analysis.lost_segment
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.745460000;0x0010;80;1060;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.814588000;0x0011;80;1056;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.817247000;0x0002;80;1061;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.817637000;0x0010;1056;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.819045000;0x0012;1061;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.819662000;0x0010;80;1061;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.828995000;0x0011;80;1057;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.832029000;0x0010;1057;80;;;
172.16.112.100;208.209.46.36;6;0x0800;492;Mar  2, 1999 14:00:29.842800000;0x0018;80;1058;;;
172.16.112.100;208.209.46.36;6;0x0800;496;Mar  2, 1999 14:00:29.845379000;0x0018;80;1059;;;
172.16.112.100;208.209.46.36;6;0x0800;492;Mar  2, 1999 14:00:29.845906000;0x0018;80;1060;;;
172.16.112.100;208.209.46.36;6;0x0800;493;Mar  2, 1999 14:00:29.846647000;0x0018;80;1061;;;
208.209.46.36;172.16.112.100;6;0x0800;229;Mar  2, 1999 14:00:29.855903000;0x0018;1058;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.856033000;0x0011;1058;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.856800000;0x0010;80;1058;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.865998000;0x0010;1061;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.866129000;0x0010;1060;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.866241000;0x0010;1059;80;;;
208.209.46.36;172.16.112.100;6;0x0800;233;Mar  2, 1999 14:00:29.872446000;0x0018;1059;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.872584000;0x0011;1059;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.873330000;0x0011;80;1058;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.873539000;0x0010;80;1059;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.876545000;0x0010;1058;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.877542000;0x0002;80;1062;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.881116000;0x0012;1062;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.881488000;0x0010;80;1062;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.881837000;0x0011;80;1059;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.884512000;0x0010;1059;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.886261000;0x0002;80;1063;;;
172.16.112.100;208.209.46.36;6;0x0800;493;Mar  2, 1999 14:00:29.887509000;0x0018;80;1062;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.888198000;0x0012;1063;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.888821000;0x0010;80;1063;;;
172.16.112.100;208.209.46.36;6;0x0800;490;Mar  2, 1999 14:00:29.890731000;0x0018;80;1063;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.906032000;0x0010;1063;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.906129000;0x0010;1062;80;;;
208.209.46.36;172.16.112.100;6;0x0800;229;Mar  2, 1999 14:00:29.909696000;0x0018;1060;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.909781000;0x0011;1060;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.910608000;0x0010;80;1060;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.915224000;0x0011;80;1060;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.918299000;0x0010;1060;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.918932000;0x0002;80;1064;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.922772000;0x0012;1064;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.923395000;0x0010;80;1064;;;
172.16.112.100;208.209.46.36;6;0x0800;496;Mar  2, 1999 14:00:29.924730000;0x0018;80;1064;;;
208.209.46.36;172.16.112.100;6;0x0800;230;Mar  2, 1999 14:00:29.934577000;0x0018;1061;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.934666000;0x0011;1061;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.935455000;0x0010;80;1061;;;
208.209.46.36;172.16.112.100;6;0x0800;230;Mar  2, 1999 14:00:29.939718000;0x0018;1062;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.939813000;0x0011;1062;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.940577000;0x0010;80;1062;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.945983000;0x0010;1064;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.956596000;0x0011;80;1061;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.959686000;0x0010;1061;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.962199000;0x0002;80;1065;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.964538000;0x0011;80;1062;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.965985000;0x0012;1065;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.966644000;0x0010;80;1065;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.966734000;0x0010;1062;80;;;
172.16.112.100;208.209.46.36;6;0x0800;486;Mar  2, 1999 14:00:29.973328000;0x0018;80;1065;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.996032000;0x0010;1065;80;;;
208.209.46.36;172.16.112.100;6;0x0800;337;Mar  2, 1999 14:00:29.996983000;0x0018;1063;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:29.997096000;0x0011;1063;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:29.997885000;0x0010;80;1063;;;
208.209.46.36;172.16.112.100;6;0x0800;233;Mar  2, 1999 14:00:30.003207000;0x0018;1064;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:30.003328000;0x0011;1064;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:30.004070000;0x0010;80;1064;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:30.005487000;0x0011;80;1063;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:30.007909000;0x0010;1063;80;;;
208.209.46.36;172.16.112.100;6;0x0800;223;Mar  2, 1999 14:00:30.026411000;0x0018;1065;80;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:30.026671000;0x0011;1065;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:30.027191000;0x0010;80;1065;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:30.047930000;0x0011;80;1064;;;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:30.050967000;0x0010;1064;80;;;
172.16.112.100;208.209.46.36;6;0x0800;60;Mar  2, 1999 14:00:30.073525000;0x0011;80;1065;;;
192.168.1.1;224.0.0.9;17;0x0800;66;Mar  2, 1999 14:00:30.074454000;;;;520;520;
208.209.46.36;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:30.076657000;0x0010;1065;80;;;
;;;;54;Mar  2, 1999 14:00:31.510429000;;;;;;
;;;;54;Mar  2, 1999 14:00:32.511737000;;;;;;
;;;;54;Mar  2, 1999 14:00:33.510490000;;;;;;
;;;0x9000;60;Mar  2, 1999 14:00:33.523028000;;;;;;
;;;;54;Mar  2, 1999 14:00:35.010842000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:35.913884000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:35.916062000;;;;;;
192.168.1.10;192.168.1.20;17;0x0800;84;Mar  2, 1999 14:00:35.916246000;;;;53;53;
192.168.1.20;192.168.1.10;17;0x0800;150;Mar  2, 1999 14:00:35.920100000;;;;53;53;
;;;;54;Mar  2, 1999 14:00:36.510965000;;;;;;
;;;;54;Mar  2, 1999 14:00:37.510146000;;;;;;
;;;;54;Mar  2, 1999 14:00:38.509964000;;;;;;
;;;;54;Mar  2, 1999 14:00:39.510253000;;;;;;
;;;;54;Mar  2, 1999 14:00:40.510158000;;;;;;
;;;;54;Mar  2, 1999 14:00:41.509886000;;;;;;
172.16.112.20;192.168.1.20;17;0x0800;73;Mar  2, 1999 14:00:41.593227000;;;;53;53;
192.168.1.20;172.16.112.20;17;0x0800;133;Mar  2, 1999 14:00:41.597001000;;;;53;53;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.603130000;0x0002;80;1068;;;
204.71.200.74;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.606880000;0x0012;1068;80;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.607500000;0x0010;80;1068;;;
172.16.112.100;204.71.200.74;6;0x0800;346;Mar  2, 1999 14:00:41.608565000;0x0018;80;1068;;;
204.71.200.74;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.625387000;0x0010;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.650042000;0x0010;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.651267000;0x0010;1068;80;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.653113000;0x0010;80;1068;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.657516000;0x0010;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.658745000;0x0010;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.659973000;0x0010;1068;80;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.660624000;0x0010;80;1068;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.662043000;0x0010;80;1068;;;
204.71.200.74;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:41.664859000;0x0018;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;468;Mar  2, 1999 14:00:41.665217000;0x0018;1068;80;;;
204.71.200.74;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.665299000;0x0011;1068;80;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.667005000;0x0010;80;1068;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:41.667184000;0x0010;80;1068;;;
172.16.112.20;192.168.1.20;17;0x0800;71;Mar  2, 1999 14:00:41.711321000;;;;53;53;
192.168.1.20;172.16.112.20;17;0x0800;131;Mar  2, 1999 14:00:41.715194000;;;;53;53;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.811798000;0x0002;80;1070;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.811980000;0x0002;80;1071;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.815351000;0x0012;1070;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.816007000;0x0010;80;1070;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.816562000;0x0012;1071;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.817121000;0x0010;80;1071;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.857962000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.860568000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.860657000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.861451000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.861848000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.862477000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.865974000;;;;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.867461000;0x0002;80;1072;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.868744000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.868830000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.869763000;;;;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.870994000;0x0012;1072;80;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.871165000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.871666000;;;;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:41.871765000;0x0010;80;1072;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.873706000;;;;;;
;;;0x0806;60;Mar  2, 1999 14:00:41.875177000;;;;;;
172.16.112.100;204.71.200.129;6;0x0800;362;Mar  2, 1999 14:00:41.962766000;0x0018;80;1071;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:41.985369000;0x0010;1071;80;;;
172.16.112.100;204.71.200.74;6;0x0800;60;Mar  2, 1999 14:00:42.003599000;0x0011;80;1068;;;
204.71.200.74;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.006793000;0x0010;1068;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.009441000;0x0002;80;1073;;;
172.16.112.100;204.71.200.129;6;0x0800;403;Mar  2, 1999 14:00:42.010456000;0x0018;80;1070;;;
172.16.112.100;204.71.200.129;6;0x0800;361;Mar  2, 1999 14:00:42.013123000;0x0018;80;1072;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.013241000;0x0012;1073;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.013792000;0x0010;80;1073;;;
172.16.112.100;204.71.200.129;6;0x0800;368;Mar  2, 1999 14:00:42.017017000;0x0018;80;1073;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.025425000;0x0010;1072;80;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.025521000;0x0010;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.035360000;0x0010;1073;80;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.065172000;0x0010;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.066396000;0x0010;1070;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.068250000;0x0010;80;1070;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.072545000;0x0010;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.073779000;0x0010;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.075006000;0x0010;1070;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.075853000;0x0010;80;1070;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.077377000;0x0010;80;1070;;;
204.71.200.129;172.16.112.100;6;0x0800;1514;Mar  2, 1999 14:00:42.079986000;0x0018;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;381;Mar  2, 1999 14:00:42.080267000;0x0018;1070;80;;;
204.71.200.129;172.16.112.100;6;0x0800;60;Mar  2, 1999 14:00:42.080352000;0x0011;1070;80;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.082100000;0x0010;80;1070;;;
172.16.112.100;204.71.200.129;6;0x0800;60;Mar  2, 1999 14:00:42.082301000;0x0010;80;1070;;;
