ip.src;ip.dst;ip.proto;eth.type;frame.len;frame.time;tcp.flags;tcp.dstport;tcp.srcport;udp.dstport;udp.srcport;tcp.analysis.lost_segment
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.756007000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.756830000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.756937000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.758828000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.761045000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.761142000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.762960000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.765236000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.765313000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.767204000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.769205000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.769284000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.771196000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.773202000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.773263000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;385;Jul 21, 2013 16:41:58.773785000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.832031000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.964487000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.965714000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.965769000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.967940000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.969824000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.969858000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.971901000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.973878000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.973924000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.976133000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.978236000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.978272000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.980425000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.981933000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.981963000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.983937000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.986431000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.986461000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.989123000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.992456000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.992488000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.993401000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.994202000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.994240000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.996247000;0x0010;51071;80;;;
8.8.178.110;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:41:58.998227000;0x0010;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:58.998256000;0x0010;80;51071;;;
8.8.178.110;192.168.0.195;6;0x0800;176;Jul 21, 2013 16:41:58.998777000;0x0018;51071;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:41:59.046932000;0x0010;80;51071;;;
192.168.0.195;192.168.0.1;17;0x0800;79;Jul 21, 2013 16:41:59.158786000;;;;53;59679;
192.168.0.1;192.168.0.195;17;0x0800;95;Jul 21, 2013 16:41:59.235921000;;;;59679;53;
192.168.0.195;216.10.112.141;6;0x0800;66;Jul 21, 2013 16:41:59.236596000;0x0002;80;51074;;;
192.168.0.195;216.10.112.141;6;0x0800;66;Jul 21, 2013 16:41:59.408852000;0x0002;80;51075;;;
216.10.112.141;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:41:59.461554000;0x0012;51074;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:41:59.461630000;0x0010;80;51074;;;
192.168.0.195;216.10.112.141;6;0x0800;1001;Jul 21, 2013 16:41:59.461836000;0x0018;80;51074;;;
216.10.112.141;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:41:59.637234000;0x0012;51075;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:41:59.637310000;0x0010;80;51075;;;
216.10.112.141;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:41:59.701782000;0x0010;51074;80;;;
216.10.112.141;192.168.0.195;6;0x0800;340;Jul 21, 2013 16:41:59.782980000;0x0018;51074;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:41:59.837734000;0x0010;80;51074;;;
192.168.0.195;216.10.112.141;6;0x0800;1000;Jul 21, 2013 16:42:00.158665000;0x0018;80;51074;;;
192.168.0.195;192.168.0.1;17;0x0800;87;Jul 21, 2013 16:42:00.205441000;;;;53;53213;
192.168.0.195;192.168.0.1;17;0x0800;79;Jul 21, 2013 16:42:00.205711000;;;;53;52318;
192.168.0.195;192.168.0.1;17;0x0800;84;Jul 21, 2013 16:42:00.206653000;;;;53;53093;
192.168.0.195;192.168.0.1;17;0x0800;83;Jul 21, 2013 16:42:00.207230000;;;;53;58854;
192.168.0.195;216.10.112.141;6;0x0800;66;Jul 21, 2013 16:42:00.208083000;0x0002;80;51076;;;
192.168.0.195;192.168.0.1;17;0x0800;74;Jul 21, 2013 16:42:00.209297000;;;;53;63930;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.210171000;0x0002;80;51077;;;
192.168.0.195;192.168.0.1;17;0x0800;73;Jul 21, 2013 16:42:00.210437000;;;;53;65379;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.210904000;0x0002;80;51078;;;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.211268000;0x0002;80;51079;;;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.211571000;0x0002;80;51080;;;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.211838000;0x0002;80;51081;;;
192.168.0.195;66.151.190.6;6;0x0800;66;Jul 21, 2013 16:42:00.212268000;0x0002;80;51082;;;
192.168.0.1;192.168.0.195;17;0x0800;160;Jul 21, 2013 16:42:00.251893000;;;;53213;53;
192.168.0.195;173.194.112.57;6;0x0800;66;Jul 21, 2013 16:42:00.252547000;0x0002;80;51083;;;
192.168.0.195;173.194.112.57;6;0x0800;66;Jul 21, 2013 16:42:00.252733000;0x0002;80;51084;;;
192.168.0.195;192.168.0.1;17;0x0800;84;Jul 21, 2013 16:42:00.252770000;;;;53;53925;
192.168.0.1;192.168.0.195;17;0x0800;169;Jul 21, 2013 16:42:00.260575000;;;;58854;53;
192.168.0.195;173.194.70.156;6;0x0800;66;Jul 21, 2013 16:42:00.261195000;0x0002;80;51085;;;
192.168.0.195;173.194.70.156;6;0x0800;66;Jul 21, 2013 16:42:00.261381000;0x0002;80;51086;;;
192.168.0.195;192.168.0.1;17;0x0800;79;Jul 21, 2013 16:42:00.261495000;;;;53;60721;
192.168.0.195;173.194.70.156;6;0x0800;66;Jul 21, 2013 16:42:00.261505000;0x0002;80;51087;;;
192.168.0.1;192.168.0.195;17;0x0800;170;Jul 21, 2013 16:42:00.263747000;;;;63930;53;
192.168.0.195;173.194.69.106;6;0x0800;66;Jul 21, 2013 16:42:00.264237000;0x0002;80;51088;;;
192.168.0.195;173.194.69.106;6;0x0800;66;Jul 21, 2013 16:42:00.264392000;0x0002;80;51089;;;
192.168.0.1;192.168.0.195;17;0x0800;89;Jul 21, 2013 16:42:00.268374000;;;;65379;53;
192.168.0.195;173.194.69.94;6;0x0800;66;Jul 21, 2013 16:42:00.268794000;0x0002;80;51090;;;
192.168.0.195;173.194.69.94;6;0x0800;66;Jul 21, 2013 16:42:00.268946000;0x0002;80;51091;;;
192.168.0.1;192.168.0.195;17;0x0800;95;Jul 21, 2013 16:42:00.292467000;;;;52318;53;
192.168.0.195;50.17.197.89;6;0x0800;66;Jul 21, 2013 16:42:00.293004000;0x0002;80;51092;;;
192.168.0.195;50.17.197.89;6;0x0800;66;Jul 21, 2013 16:42:00.293181000;0x0002;80;51093;;;
192.168.0.1;239.255.0.1;17;0x0800;211;Jul 21, 2013 16:42:00.294364000;;;;9303;6315;
192.168.0.1;192.168.0.195;17;0x0800;255;Jul 21, 2013 16:42:00.302306000;;;;53093;53;
192.168.0.1;192.168.0.195;17;0x0800;170;Jul 21, 2013 16:42:00.302606000;;;;53925;53;
192.168.0.195;173.194.112.58;6;0x0800;66;Jul 21, 2013 16:42:00.303035000;0x0002;80;51094;;;
192.168.0.195;173.194.112.58;6;0x0800;66;Jul 21, 2013 16:42:00.303433000;0x0002;80;51095;;;
192.168.0.195;54.230.45.13;6;0x0800;66;Jul 21, 2013 16:42:00.303816000;0x0002;80;51096;;;
192.168.0.195;54.230.45.13;6;0x0800;66;Jul 21, 2013 16:42:00.304172000;0x0002;80;51097;;;
173.194.112.57;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.306622000;0x0012;51083;80;;;
192.168.0.195;173.194.112.57;6;0x0800;54;Jul 21, 2013 16:42:00.306675000;0x0010;80;51083;;;
173.194.112.57;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.308550000;0x0012;51084;80;;;
192.168.0.195;173.194.112.57;6;0x0800;54;Jul 21, 2013 16:42:00.308582000;0x0010;80;51084;;;
192.168.0.1;192.168.0.195;17;0x0800;129;Jul 21, 2013 16:42:00.311464000;;;;60721;53;
192.168.0.195;173.194.70.95;6;0x0800;66;Jul 21, 2013 16:42:00.311918000;0x0002;443;51098;;;
173.194.70.156;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.316910000;0x0012;51086;80;;;
192.168.0.195;173.194.70.156;6;0x0800;54;Jul 21, 2013 16:42:00.316961000;0x0010;80;51086;;;
173.194.70.156;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.317884000;0x0012;51085;80;;;
192.168.0.195;173.194.70.156;6;0x0800;54;Jul 21, 2013 16:42:00.317914000;0x0010;80;51085;;;
173.194.70.156;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.323906000;0x0012;51087;80;;;
192.168.0.195;173.194.70.156;6;0x0800;54;Jul 21, 2013 16:42:00.323956000;0x0010;80;51087;;;
173.194.69.106;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.329485000;0x0012;51089;80;;;
192.168.0.195;173.194.69.106;6;0x0800;54;Jul 21, 2013 16:42:00.329524000;0x0010;80;51089;;;
173.194.69.94;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.331188000;0x0012;51090;80;;;
192.168.0.195;173.194.69.94;6;0x0800;54;Jul 21, 2013 16:42:00.331238000;0x0010;80;51090;;;
173.194.69.106;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.333946000;0x0012;51088;80;;;
192.168.0.195;173.194.69.106;6;0x0800;54;Jul 21, 2013 16:42:00.333989000;0x0010;80;51088;;;
173.194.69.94;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.334143000;0x0012;51091;80;;;
192.168.0.195;173.194.69.94;6;0x0800;54;Jul 21, 2013 16:42:00.334242000;0x0010;80;51091;;;
173.194.112.58;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.357619000;0x0012;51094;80;;;
192.168.0.195;173.194.112.58;6;0x0800;54;Jul 21, 2013 16:42:00.357682000;0x0010;80;51094;;;
54.230.45.13;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.359307000;0x0012;51096;80;;;
192.168.0.195;54.230.45.13;6;0x0800;54;Jul 21, 2013 16:42:00.359357000;0x0010;80;51096;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.360049000;0x0012;51077;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.360094000;0x0010;80;51077;;;
173.194.112.58;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.361059000;0x0012;51095;80;;;
192.168.0.195;173.194.112.58;6;0x0800;54;Jul 21, 2013 16:42:00.361103000;0x0010;80;51095;;;
54.230.45.13;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.361985000;0x0012;51097;80;;;
192.168.0.195;54.230.45.13;6;0x0800;54;Jul 21, 2013 16:42:00.362029000;0x0010;80;51097;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.362686000;0x0012;51079;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.362728000;0x0010;80;51079;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.364216000;0x0012;51078;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.364247000;0x0010;80;51078;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.364389000;0x0012;51080;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.364480000;0x0010;80;51080;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.368367000;0x0012;51081;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.368394000;0x0010;80;51081;;;
173.194.70.95;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.368880000;0x0012;51098;443;;;
192.168.0.195;173.194.70.95;6;0x0800;54;Jul 21, 2013 16:42:00.368930000;0x0010;443;51098;;;
192.168.0.195;173.194.70.95;6;0x0800;248;Jul 21, 2013 16:42:00.369225000;0x0018;443;51098;;;
66.151.190.6;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.371409000;0x0012;51082;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:00.371458000;0x0010;80;51082;;;
216.10.112.141;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:00.398252000;0x0010;51074;80;;;
173.194.70.95;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:00.431178000;0x0010;51098;443;;;
173.194.70.95;192.168.0.195;6;0x0800;1484;Jul 21, 2013 16:42:00.434315000;0x0010;51098;443;;;
173.194.70.95;192.168.0.195;6;0x0800;581;Jul 21, 2013 16:42:00.434721000;0x0018;51098;443;;;
192.168.0.195;173.194.70.95;6;0x0800;54;Jul 21, 2013 16:42:00.434759000;0x0010;443;51098;;;
50.17.197.89;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.434931000;0x0012;51093;80;;;
192.168.0.195;50.17.197.89;6;0x0800;54;Jul 21, 2013 16:42:00.435040000;0x0010;80;51093;;;
50.17.197.89;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.435498000;0x0012;51092;80;;;
192.168.0.195;50.17.197.89;6;0x0800;54;Jul 21, 2013 16:42:00.435543000;0x0010;80;51092;;;
192.168.0.195;173.194.70.95;6;0x0800;348;Jul 21, 2013 16:42:00.440324000;0x0018;443;51098;;;
216.10.112.141;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:00.445122000;0x0012;51076;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:42:00.445188000;0x0010;80;51076;;;
216.10.112.141;192.168.0.195;6;0x0800;340;Jul 21, 2013 16:42:00.480499000;0x0018;51074;80;;;
173.194.70.95;192.168.0.195;6;0x0800;296;Jul 21, 2013 16:42:00.501021000;0x0018;51098;443;;;
173.194.70.95;192.168.0.195;6;0x0800;107;Jul 21, 2013 16:42:00.501279000;0x0018;51098;443;;;
192.168.0.195;173.194.70.95;6;0x0800;54;Jul 21, 2013 16:42:00.501316000;0x0010;443;51098;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:42:00.536389000;0x0010;80;51074;;;
192.168.0.195;192.168.20.21;17;0x0800;120;Jul 21, 2013 16:42:01.128759000;;;;161;53139;
192.168.0.195;216.10.112.141;6;0x0800;990;Jul 21, 2013 16:42:01.158166000;0x0018;80;51074;;;
216.10.112.141;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:01.397377000;0x0010;51074;80;;;
216.10.112.141;192.168.0.195;6;0x0800;340;Jul 21, 2013 16:42:01.473031000;0x0018;51074;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:42:01.525621000;0x0010;80;51074;;;
192.168.0.195;192.168.0.1;17;0x0800;78;Jul 21, 2013 16:42:02.135236000;;;;53;61823;
192.168.0.195;216.10.112.141;6;0x0800;989;Jul 21, 2013 16:42:02.157627000;0x0018;80;51074;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:42:02.161341000;0x0011;80;51074;;;
192.168.0.195;66.151.190.6;6;0x0800;969;Jul 21, 2013 16:42:02.162931000;0x0018;80;51077;;;
8.8.178.110;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.235146000;0x0011;51072;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:42:02.235204000;0x0010;80;51072;;;
66.151.190.6;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.328687000;0x0010;51077;80;;;
8.8.178.110;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.334440000;0x0011;51073;80;;;
192.168.0.195;8.8.178.110;6;0x0800;54;Jul 21, 2013 16:42:02.334502000;0x0010;80;51073;;;
192.168.0.1;192.168.0.195;17;0x0800;94;Jul 21, 2013 16:42:02.360194000;;;;61823;53;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.360794000;0x0002;80;51099;;;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.361182000;0x0002;80;51100;;;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.384819000;0x0002;80;51101;;;
216.10.112.141;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.397398000;0x0010;51074;80;;;
216.10.112.141;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.397818000;0x0011;51074;80;;;
192.168.0.195;216.10.112.141;6;0x0800;54;Jul 21, 2013 16:42:02.397848000;0x0010;80;51074;;;
173.230.153.28;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:02.578944000;0x0012;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.579021000;0x0010;80;51099;;;
192.168.0.195;173.230.153.28;6;0x0800;407;Jul 21, 2013 16:42:02.579214000;0x0018;80;51099;;;
173.230.153.28;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:02.583305000;0x0012;51100;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.583349000;0x0010;80;51100;;;
173.230.153.28;192.168.0.195;6;0x0800;66;Jul 21, 2013 16:42:02.599849000;0x0012;51101;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.599920000;0x0010;80;51101;;;
;;;0x8863;60;Jul 21, 2013 16:42:02.699906000;;;;;;
66.151.190.6;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.739656000;0x0010;51077;80;;;
66.151.190.6;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.741740000;0x0010;51077;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:02.741775000;0x0010;80;51077;;;
66.151.190.6;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.744090000;0x0010;51077;80;;;
192.168.0.195;66.151.190.6;6;0x0800;54;Jul 21, 2013 16:42:02.801272000;0x0010;80;51077;;;
173.230.153.28;192.168.0.195;6;0x0800;54;Jul 21, 2013 16:42:02.804627000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.809771000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.812286000;0x0010;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.812336000;0x0010;80;51099;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.814326000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.816649000;0x0010;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.816691000;0x0010;80;51099;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.818636000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.820110000;0x0010;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.820145000;0x0010;80;51099;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.822622000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.824378000;0x0010;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.824404000;0x0010;80;51099;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.826616000;0x0010;51099;80;;;
173.230.153.28;192.168.0.195;6;0x0800;1506;Jul 21, 2013 16:42:02.828724000;0x0010;51099;80;;;
192.168.0.195;173.230.153.28;6;0x0800;54;Jul 21, 2013 16:42:02.828749000;0x0010;80;51099;;;
192.168.0.195;173.230.153.28;6;0x0800;441;Jul 21, 2013 16:42:02.832743000;0x0018;80;51100;;;
192.168.0.195;173.230.153.28;6;0x0800;437;Jul 21, 2013 16:42:02.833184000;0x0018;80;51101;;;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.837644000;0x0002;80;51102;;;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.838457000;0x0002;80;51103;;;
192.168.0.195;173.230.153.28;6;0x0800;66;Jul 21, 2013 16:42:02.838875000;0x0002;80;51104;;;
