ip.src;ip.dst;ip.proto;eth.type;frame.len;frame.time;tcp.flags;tcp.dstport;tcp.srcport;udp.dstport;udp.srcport;tcp.analysis.lost_segment
196.37.75.158;172.16.113.105;6;0x0800;60;Mar  1, 1999 14:00:40.152659000;0x0010;79;1024;;;
196.37.75.158;172.16.113.105;6;0x0800;60;Mar  1, 1999 14:00:40.157142000;0x0011;79;1024;;;
172.16.113.105;196.37.75.158;6;0x0800;60;Mar  1, 1999 14:00:40.157801000;0x0010;1024;79;;;
172.16.112.20;192.168.1.10;17;0x0800;77;Mar  1, 1999 14:00:40.682681000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;133;Mar  1, 1999 14:00:40.683705000;;;;53;53;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:40.703176000;0x0002;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:40.703496000;0x0012;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:40.706315000;0x0010;25;1024;;;
192.168.1.10;172.16.112.20;17;0x0800;87;Mar  1, 1999 14:00:40.874243000;;;;53;53;
172.16.112.20;192.168.1.10;17;0x0800;176;Mar  1, 1999 14:00:40.875567000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;79;Mar  1, 1999 14:00:40.877054000;;;;53;53;
172.16.112.20;192.168.1.10;17;0x0800;144;Mar  1, 1999 14:00:40.878077000;;;;53;53;
195.73.151.50;172.16.114.207;6;0x0800;138;Mar  1, 1999 14:00:40.954857000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:40.968468000;0x0010;25;1024;;;
172.16.114.207;195.73.151.50;6;0x0800;80;Mar  1, 1999 14:00:40.991179000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;80;Mar  1, 1999 14:00:40.991443000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;80;Mar  1, 1999 14:00:40.992448000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:40.992690000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;95;Mar  1, 1999 14:00:40.993553000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:40.993800000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;89;Mar  1, 1999 14:00:40.994697000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;88;Mar  1, 1999 14:00:40.994930000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:40.995735000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;104;Mar  1, 1999 14:00:40.996849000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;1078;Mar  1, 1999 14:00:40.999288000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:41.015828000;0x0010;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;349;Mar  1, 1999 14:00:41.016952000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;73;Mar  1, 1999 14:00:41.018508000;0x0018;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:41.019264000;0x0018;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;78;Mar  1, 1999 14:00:41.019482000;0x0018;1024;25;;;
195.73.151.50;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:41.020056000;0x0011;1024;25;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:41.020713000;0x0010;25;1024;;;
172.16.114.207;195.73.151.50;6;0x0800;60;Mar  1, 1999 14:00:41.026281000;0x0011;25;1024;;;
195.73.151.50;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:41.026503000;0x0010;1024;25;;;
172.16.112.20;192.168.1.10;17;0x0800;75;Mar  1, 1999 14:00:41.248295000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;129;Mar  1, 1999 14:00:41.249168000;;;;53;53;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:41.254533000;0x0002;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:41.254833000;0x0012;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:41.255604000;0x0010;25;1026;;;
172.16.112.20;192.168.1.10;17;0x0800;74;Mar  1, 1999 14:00:41.337795000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;144;Mar  1, 1999 14:00:41.339223000;;;;53;53;
196.227.33.189;172.16.114.207;6;0x0800;136;Mar  1, 1999 14:00:42.043267000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;80;Mar  1, 1999 14:00:42.045660000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;80;Mar  1, 1999 14:00:42.046031000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;80;Mar  1, 1999 14:00:42.046864000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:42.047108000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;95;Mar  1, 1999 14:00:42.047941000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:42.048192000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;90;Mar  1, 1999 14:00:42.049085000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;89;Mar  1, 1999 14:00:42.049319000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:42.050107000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;104;Mar  1, 1999 14:00:42.051177000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;1078;Mar  1, 1999 14:00:42.053640000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:42.065837000;0x0010;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;349;Mar  1, 1999 14:00:42.066927000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;73;Mar  1, 1999 14:00:42.070051000;0x0018;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:42.070781000;0x0018;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;78;Mar  1, 1999 14:00:42.071017000;0x0018;1026;25;;;
196.227.33.189;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:42.071582000;0x0011;1026;25;;;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:42.072249000;0x0010;25;1026;;;
172.16.114.207;196.227.33.189;6;0x0800;60;Mar  1, 1999 14:00:42.078796000;0x0011;25;1026;;;
196.227.33.189;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:42.078965000;0x0010;1026;25;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:42.081471000;0x0002;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:42.081731000;0x0012;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:42.082526000;0x0010;25;1027;;;
192.168.1.10;172.16.112.20;17;0x0800;77;Mar  1, 1999 14:00:42.850006000;;;;53;53;
172.16.112.20;192.168.1.10;17;0x0800;142;Mar  1, 1999 14:00:42.851073000;;;;53;53;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:42.856378000;0x0002;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;60;Mar  1, 1999 14:00:42.861030000;0x0012;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:42.861295000;0x0010;25;1026;;;
172.16.112.20;192.168.1.10;17;0x0800;86;Mar  1, 1999 14:00:42.886452000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;157;Mar  1, 1999 14:00:42.888024000;;;;53;53;
172.16.112.100;196.37.75.158;6;0x0800;86;Mar  1, 1999 14:00:42.890020000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:42.905836000;0x0010;25;1026;;;
196.37.75.158;172.16.112.100;6;0x0800;79;Mar  1, 1999 14:00:42.926493000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;60;Mar  1, 1999 14:00:42.927337000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;79;Mar  1, 1999 14:00:42.931241000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;63;Mar  1, 1999 14:00:42.957728000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;91;Mar  1, 1999 14:00:42.958054000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;96;Mar  1, 1999 14:00:42.958959000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;90;Mar  1, 1999 14:00:42.959307000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;98;Mar  1, 1999 14:00:42.960172000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:42.960478000;0x0018;25;1026;;;
172.16.112.20;192.168.1.10;17;0x0800;80;Mar  1, 1999 14:00:42.979288000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;124;Mar  1, 1999 14:00:42.980388000;;;;53;53;
172.16.112.20;192.168.1.10;17;0x0800;87;Mar  1, 1999 14:00:42.984421000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;131;Mar  1, 1999 14:00:42.984863000;;;;53;53;
172.16.112.100;196.37.75.158;6;0x0800;94;Mar  1, 1999 14:00:43.001591000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;551;Mar  1, 1999 14:00:43.002290000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;87;Mar  1, 1999 14:00:43.005114000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:43.005351000;0x0018;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;109;Mar  1, 1999 14:00:43.007024000;0x0018;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:43.009051000;0x0011;25;1026;;;
172.16.112.100;196.37.75.158;6;0x0800;60;Mar  1, 1999 14:00:43.009866000;0x0010;1026;25;;;
172.16.112.100;196.37.75.158;6;0x0800;60;Mar  1, 1999 14:00:43.010153000;0x0011;1026;25;;;
196.37.75.158;172.16.112.100;6;0x0800;60;Mar  1, 1999 14:00:43.010297000;0x0010;25;1026;;;
197.218.177.69;172.16.114.207;6;0x0800;140;Mar  1, 1999 14:00:43.093345000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;80;Mar  1, 1999 14:00:43.095382000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;80;Mar  1, 1999 14:00:43.095699000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;80;Mar  1, 1999 14:00:43.096556000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:43.096807000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;95;Mar  1, 1999 14:00:43.097670000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;102;Mar  1, 1999 14:00:43.097910000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;87;Mar  1, 1999 14:00:43.098757000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;86;Mar  1, 1999 14:00:43.098980000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:43.100047000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;104;Mar  1, 1999 14:00:43.100849000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;1078;Mar  1, 1999 14:00:43.104019000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:43.115848000;0x0010;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;349;Mar  1, 1999 14:00:43.116984000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;73;Mar  1, 1999 14:00:43.118602000;0x0018;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:43.119341000;0x0018;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;78;Mar  1, 1999 14:00:43.119622000;0x0018;1027;25;;;
197.218.177.69;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:43.120149000;0x0011;1027;25;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:43.120846000;0x0010;25;1027;;;
172.16.114.207;197.218.177.69;6;0x0800;60;Mar  1, 1999 14:00:43.122796000;0x0011;25;1027;;;
197.218.177.69;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:43.122975000;0x0010;1027;25;;;
;;;;54;Mar  1, 1999 14:00:43.842384000;;;;;;
;;;;54;Mar  1, 1999 14:00:44.843701000;;;;;;
;;;;54;Mar  1, 1999 14:00:45.842979000;;;;;;
135.8.60.182;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:46.012525000;0x0002;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;60;Mar  1, 1999 14:00:46.015174000;0x0012;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:46.015385000;0x0010;25;1027;;;
172.16.112.20;192.168.1.10;17;0x0800;85;Mar  1, 1999 14:00:46.173205000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;149;Mar  1, 1999 14:00:46.174115000;;;;53;53;
172.16.112.20;192.168.1.10;17;0x0800;75;Mar  1, 1999 14:00:46.176111000;;;;53;53;
192.168.1.10;172.16.112.20;17;0x0800;131;Mar  1, 1999 14:00:46.176582000;;;;53;53;
172.16.114.207;135.8.60.182;6;0x0800;138;Mar  1, 1999 14:00:46.215081000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:46.225827000;0x0010;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;76;Mar  1, 1999 14:00:46.251777000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;80;Mar  1, 1999 14:00:46.256533000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;76;Mar  1, 1999 14:00:46.257021000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;98;Mar  1, 1999 14:00:46.257831000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;91;Mar  1, 1999 14:00:46.258147000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;98;Mar  1, 1999 14:00:46.258931000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.259370000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.260166000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.260453000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.261228000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.261500000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.262281000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.262551000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.263316000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.263586000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.264400000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.264669000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.265443000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.265705000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.266492000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;91;Mar  1, 1999 14:00:46.266753000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;90;Mar  1, 1999 14:00:46.267520000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.267789000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.268580000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.268858000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.269996000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.270261000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.271052000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.271305000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.272069000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.272346000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.273140000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.273402000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.274190000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.274447000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.275211000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.275516000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.276289000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.276572000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.277346000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.277608000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.278398000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.278666000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.279443000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;91;Mar  1, 1999 14:00:46.279725000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;90;Mar  1, 1999 14:00:46.280510000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.280781000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.281558000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.281826000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.283113000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.283313000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.285205000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.285466000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.286551000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.286765000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.287304000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.287566000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.288371000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;92;Mar  1, 1999 14:00:46.288638000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;91;Mar  1, 1999 14:00:46.289657000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.289873000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.290782000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;93;Mar  1, 1999 14:00:46.290947000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;92;Mar  1, 1999 14:00:46.291452000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;94;Mar  1, 1999 14:00:46.291711000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;93;Mar  1, 1999 14:00:46.293108000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;60;Mar  1, 1999 14:00:46.293408000;0x0018;25;1027;;;
172.16.114.207;135.8.60.182;6;0x0800;104;Mar  1, 1999 14:00:46.295966000;0x0018;1027;25;;;
135.8.60.182;172.16.114.207;6;0x0800;1078;Mar  1, 1999 14:00:46.297389000;0x0018;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;1514;Mar  1, 1999 14:00:46.298612000;0x0010;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;1514;Mar  1, 1999 14:00:46.299850000;0x0010;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;1514;Mar  1, 1999 14:00:46.301057000;0x0010;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;1514;Mar  1, 1999 14:00:46.302286000;0x0010;25;1027;;;
135.8.60.182;172.16.114.207;6;0x0800;1514;Mar  1, 1999 14:00:46.303514000;0x0010;25;1027;;;
